N  chl  mld meanS  z   jd  sst  sstgrad  sstdt  windspeed  par  w  M  eke  current  Ro  PAR7day
154  -1.035357  -0.328062  0.087160  -0.183206  -0.606321  1.107486  0.518612  0.692367  -0.117708  0.901209  -0.589674  -0.054749  -0.279814  -0.506595  -0.611471  1.136457
155  -0.107332  -0.549026  1.071845  -1.291557  0.883863  0.634399  0.691422  0.120765  -0.204157  1.797477  0.011928  0.189855  0.328453  -0.055335  2.108846  2.721752
156  -1.250175  -0.645995  0.491570  0.568945  1.185673  0.850402  -0.491507  0.079936  -0.883825  NaN  -0.055258  0.678359  1.195858  1.169499  0.319379  -0.532628
157  -0.102117  -0.006950  0.917658  -1.335985  -0.606321  0.807997  -0.535215  0.079936  0.365215  0.654400  -0.299420  -0.375567  -0.017138  -0.340067  0.931384  1.464664
158  0.125306  -0.358266  0.834468  -0.976667  -0.304512  0.753665  -0.730202  -0.165036  -1.050761  0.120270  0.051639  0.805590  -1.023592  -0.817559  -1.875540  -0.348895
159  -0.296501  0.139299  1.075065  -1.183216  -0.200765  0.643675  -0.063993  -0.328351  -0.806319  NaN  -0.132766  0.636217  -1.002929  -0.811326  -1.538870  0.018789
160  -1.253948  -0.127765  1.162945  -0.954843  -0.106449  0.565490  -0.222863  -0.042550  0.028362  0.012950  -0.440631  0.011215  -0.510093  -0.624740  -0.580915  -0.956932
161  -0.424529  -0.633278  1.080146  -1.318058  0.987610  0.638375  0.369903  0.284080  -1.113362  NaN  0.054645  0.825230  0.330635  -0.053255  -0.043631  -0.085302
162  -0.160846  -0.644406  0.675990  -1.049154  1.185673  0.764266  0.202064  -0.165036  -0.913635  2.294900  0.024675  0.736467  1.343594  1.484640  1.903550  0.990086
163  -0.556391  -0.784296  0.184698  1.081811  -1.096762  0.895458  -0.258963  -0.287522  -0.719870  NaN  -0.349744  0.672437  0.592961  0.227243  -0.777841  -0.417905
164  0.269072  -0.326473  0.994065  0.594666  -0.493143  0.648976  0.052896  0.610710  -0.666212  0.304475  -0.128129  0.610238  0.336368  -0.047774  -0.630281  -0.528122
165  0.535889  0.153606  0.806173  0.943852  -0.295080  0.544287  -0.980947  -0.246694  1.521843  0.010614  3.189611  -2.123736  0.004910  -0.324309  0.076108  -1.418240
166  0.167925  0.309393  0.875453  2.247840  -0.521437  0.919311  -0.779608  -0.001721  0.096925  0.410728  0.015040  -0.029135  0.819394  0.525580  1.034324  0.182192
167  -0.126653  -0.800193  0.809315  1.135592  0.846137  0.831850  -0.317949  -1.022440  -1.635037  -0.000332  -0.059474  1.023376  0.735368  0.408068  2.066019  1.180027
168  1.020978  -0.350318  0.695781  0.893189  -0.757226  0.495256  -0.512755  0.610710  -2.228256  0.586457  -0.030050  1.151836  -0.032614  -0.350951  -0.964233  0.463972
169  1.546707  -0.800193  0.735011  0.536209  -0.455416  0.158662  0.591561  -0.654981  -1.366747  -0.231390  0.356293  0.990427  -1.585855  -0.950956  0.977854  -0.196344
170  0.986488  1.752809  1.123004  -0.208148  0.534896  -0.234914  -0.703574  -0.205865  0.234051  0.186677  -0.234785  0.122857  -0.635918  -0.680100  -0.384610  -0.702624
171  1.065745  -0.622150  0.902458  -0.211266  1.336578  -0.138177  0.089199  0.692367  -0.496295  NaN  0.164119  0.720009  -0.875461  -0.770342  0.110353  NaN
172  -0.421130  -0.649175  -0.061076  -0.219839  -1.030741  1.351318  0.629899  0.406566  -0.347245  1.807489  -0.222840  0.320740  1.093457  0.973321  -2.561083  1.210274
173  0.994995  0.137709  1.169933  0.624285  0.563191  0.637050  -0.537970  1.835572  -0.257815  0.882788  0.937603  0.260631  1.433974  1.698043  -0.810644  0.728746
174  0.673665  -0.962339  0.266078  -0.072527  -1.332550  0.766917  -0.795328  0.406566  -0.084917  NaN  0.541292  0.493936  0.239517  -0.136844  -0.391144  NaN
175  1.470020  0.152016  1.288404  -0.576039  -0.540300  0.263351  0.482734  -0.614152  -1.220678  -0.059331  -0.379624  0.951769  -0.971841  -0.801740  -0.330919  -0.727706
176  -0.024371  -0.479080  -0.052391  0.445795  -1.294824  1.404325  0.062665  -3.839622  -1.289241  NaN  0.302152  0.902400  -0.723496  -0.715258  0.059187  NaN
177  0.088939  0.471539  0.525730  2.290709  -0.304512  1.094234  -0.396700  -0.165036  -0.347245  0.365077  -0.500967  0.267177  0.526815  0.150466  0.886830  0.821381
178  0.315787  0.590764  0.671857  2.416977  -0.200765  1.027976  -1.063122  -0.246694  0.150583  0.313686  0.312160  -0.308716  -0.288367  -0.511412  -0.564901  -0.039177
179  -0.685506  -0.321704  0.667074  1.320317  -1.191077  1.293010  -0.905080  0.079936  -0.478409  NaN  -0.151310  0.440545  -0.170523  -0.441826  0.226887  0.032717
180  -0.189573  -0.196120  0.336518  2.111439  -0.993015  1.306262  -0.448962  -0.818296  -0.484371  1.795542  -0.346082  0.401883  0.906792  0.657121  -0.066535  -0.338758
181  -0.417837  -0.167506  0.488399  0.803554  -0.889268  1.375171  -1.255355  0.529052  -1.256450  1.547198  0.276497  0.865244  0.999989  0.808676  0.441955  0.914319
182  -0.256574  -0.162737  0.513539  0.730287  -0.691205  1.247954  -0.654765  -0.124208  0.335405  1.106505  -0.755551  -0.460874  0.904826  0.654052  0.579821  2.028278
183  -0.596371  0.152016  0.251646  0.665595  -0.493143  1.234703  -0.283070  0.039107  0.064134  0.676024  0.150284  -0.163591  0.400692  0.015599  -0.872685  0.814101
184  1.426592  -0.487029  0.768125  -0.515244  0.997042  0.748364  2.986654  -0.532495  0.368196  1.835186  -1.063878  -0.175361  1.068979  0.928921  -0.252107  -1.219069
185  0.393053  -0.797013  0.300102  -0.442757  1.100789  0.623798  1.717639  2.162202  1.587425  NaN  -2.860008  -2.107718  2.392832  5.346215  1.432830  0.329084
186  -0.084426  -0.960749  0.745029  0.758347  1.298851  0.764266  0.413444  0.324909  -0.582744  NaN  -0.819974  0.552576  0.443255  0.059494  4.888756  0.041371
187  -0.877754  -0.490208  -0.069674  -0.252575  -1.200509  1.650807  -0.573535  0.284080  -0.093860  2.268070  0.141178  -0.272992  0.329633  -0.054211  -0.569858  NaN
188  -1.173708  -0.601485  0.616424  -0.084998  0.091613  1.306262  0.131330  1.223141  -0.213100  0.615823  -0.108212  -0.030738  0.701697  0.363301  -0.504880  0.887808
189  -1.544160  -0.485439  -1.706641  -1.134892  -0.974151  1.738268  0.644178  -0.940782  -1.178944  1.894052  -0.761965  0.743231  0.079161  -0.269000  1.149070  0.825392
190  -0.599389  -0.642816  -1.692987  0.400588  -1.247666  1.763447  -0.667701  -0.491666  0.228089  NaN  -0.051082  -0.686688  0.711732  0.376508  -0.976311  NaN
191  -0.349651  -0.323293  -0.490697  0.293806  0.648075  1.133989  0.846868  -0.001721  -0.603611  1.516897  0.422206  0.318327  1.114090  1.011478  1.160368  1.042695
192  -0.989420  -0.843114  -0.004582  0.218981  -1.332550  1.437454  -0.287528  0.610710  -0.868920  NaN  -0.662119  0.618988  0.012729  -0.318649  0.817273  NaN
193  0.316198  0.353904  -0.502519  2.399829  0.355697  1.144591  -0.302516  -0.001721  -0.851034  0.898139  -0.099833  0.458225  0.010808  -0.320043  0.473423  1.173846
194  -0.307271  -0.892393  0.376862  1.348376  -1.624928  1.208199  -0.965862  0.120765  -1.843707  NaN  -0.089523  1.095827  -1.034139  -0.820697  -0.384025  NaN
195  0.154884  -0.426622  1.137163  1.646119  -0.229059  0.789445  0.915803  -0.573324  -0.892768  0.153306  -0.266853  0.681731  0.074166  -0.272833  0.906350  -0.255271
196  -2.393329  -0.927366  1.172386  0.978147  0.270813  0.650301  1.041415  0.896511  -1.271355  0.376089  0.952962  0.906384  0.210613  -0.162026  1.338157  0.205296
197  -0.479498  -0.596716  1.067459  0.505032  1.157378  0.788119  0.141392  0.447395  -0.794395  NaN  -0.335498  0.642156  -0.598896  -0.664427  -2.187690  -0.981684
198  -0.541766  -0.908290  0.758190  1.586882  1.657250  1.229402  -0.243070  -0.328351  -1.676771  NaN  -0.171069  1.025079  -0.217044  -0.470138  0.956158  NaN
199  -0.258859  -0.375752  0.899322  0.333557  -0.813815  0.904735  -0.796716  -0.124208  -1.199811  1.113980  0.227921  0.908791  0.181852  -0.186471  0.591789  1.353677
200  -0.321048  0.008947  1.098200  0.345248  -0.615753  0.780168  -1.064842  -0.450837  0.240013  0.640117  -0.547404  -0.264903  0.488142  0.107553  1.182243  0.467158
201  0.243205  -0.251758  1.065911  0.180788  -0.512006  0.768242  -0.652524  -0.287522  -0.239929  0.392374  0.133540  0.327245  0.086994  -0.262957  1.370031  0.638089
202  0.926719  -0.453646  1.353809  0.204951  1.176241  0.580067  -0.200412  -0.777467  -0.248872  NaN  -0.010761  0.238924  0.961859  0.745204  -0.555071  1.572381
203  1.184810  0.248986  1.387885  -0.556554  -0.342238  0.097704  -0.901229  0.202422  -0.332340  -0.421603  1.210569  0.622564  -2.592611  -1.075544  0.599883  -0.586720
204  -0.069395  -0.871728  0.814305  -0.498876  1.185673  0.154687  -0.098760  2.815461  0.108849  NaN  0.223782  0.343303  -1.997263  -1.014993  0.252380  -0.029342
205  0.036871  -0.768399  -0.216963  -0.395211  -1.332550  1.445405  2.322319  1.835572  0.863042  NaN  -0.568648  -0.922642  1.160321  1.099460  0.369563  NaN
206  -0.005191  -0.299448  0.362727  1.056090  -0.521437  1.163143  -0.179681  -0.532495  0.293671  0.594400  -0.228483  -0.346359  1.193127  1.164040  -1.060336  0.920115
207  0.920689  -0.609433  0.962412  1.668723  0.383991  0.732462  0.746822  -0.001721  -1.900346  0.656135  -0.028638  1.083499  1.196544  1.170872  -1.055620  0.684489
208  0.099123  -0.871728  0.998406  0.978147  0.836706  0.752340  1.414701  0.365737  -0.907673  1.638366  -0.121746  0.752935  0.803743  0.503046  -0.554770  2.177011
209  0.144553  -0.569691  0.859980  1.483997  1.100789  0.792095  -0.449730  -0.165036  -1.047780  NaN  0.135298  0.797528  1.238429  1.256255  -0.773061  -0.269886
210  -0.633721  -0.871728  0.176767  2.112998  1.553503  1.061105  0.322243  0.284080  0.386082  NaN  0.040134  -0.445533  1.060208  0.913237  -0.204408  NaN
211  -0.221474  -0.490208  0.729367  0.943072  -1.596634  0.823899  1.686944  -0.899954  0.153564  NaN  -0.147627  -0.041768  1.604335  2.148109  0.984845  NaN
212  -1.145357  -0.943263  0.435532  1.019456  -1.323119  1.145916  -0.706588  -1.104097  -1.059704  NaN  0.259656  0.845205  1.198788  1.175368  0.515580  NaN
213  -0.761336  -0.680968  0.413818  0.838628  -1.228803  1.074357  -0.633746  -0.165036  -0.910654  NaN  -0.429374  0.737676  1.252656  1.285962  0.644042  NaN
214  1.545866  -0.879676  1.325726  0.837069  0.582054  0.216970  0.559403  0.324909  0.260880  0.667214  -1.077709  0.006467  0.297742  -0.084186  2.242667  0.247053
215  -0.949648  -0.847883  -0.919611  2.302400  -1.483455  1.600450  -0.140656  0.529052  -0.475428  NaN  0.920115  0.415044  2.582380  6.494326  1.481882  NaN
216  1.069867  -0.609433  1.442057  0.247040  0.317970  -0.123600  0.001256  -1.022440  -1.095476  -0.261557  -0.164246  0.916903  -0.512412  -0.625815  0.012438  -0.064204
217  1.538081  -0.752503  0.879120  0.312512  1.034768  -0.155404  -0.072215  1.386456  -1.205773  1.706242  -0.149418  0.951610  -1.068717  -0.830792  0.525977  0.787398
218  -0.172485  -0.800193  -0.666131  1.191711  -1.379708  1.519615  -0.424666  0.774025  -0.663231  NaN  -0.172230  0.587993  -0.630387  -0.677790  -0.311323  NaN
219  -1.649972  -0.394828  -0.195320  2.499596  -1.106193  1.459982  -0.192411  -0.165036  -0.165404  NaN  -0.328216  0.115768  0.448820  0.065352  -0.007793  -0.007007
220  -0.521589  -0.108689  0.465589  2.181588  -0.653479  1.271808  -0.864799  -0.042550  0.457626  0.943123  0.082777  -0.609170  -0.196803  -0.457958  -0.243873  0.647209
221  0.068900  -0.172275  0.863691  2.107542  -0.474279  1.084958  0.479860  -0.001721  -0.433694  0.521985  -0.518564  0.323334  0.787777  0.480368  1.628924  0.366171
222  0.215142  -0.609433  1.001614  2.000760  0.968747  0.837151  -0.889465  -0.287522  -1.954004  1.991428  -0.092711  1.108869  0.682073  0.337800  -0.976822  1.387907
223  0.075422  -0.394828  0.953256  1.749004  1.053631  0.883532  -0.838342  0.488223  0.538113  NaN  1.038458  -0.704345  0.759359  0.440762  -1.586775  1.476257
224  -0.915592  -0.204069  -0.806014  1.383451  -1.096762  1.555395  -0.992819  1.345627  -0.830167  2.086267  0.063288  0.565703  0.967505  0.754473  -2.636676  -0.018490
225  0.058175  -0.307397  0.632838  0.547900  -0.191333  0.986895  -0.440821  -0.410009  -0.099822  0.265232  0.258930  0.008063  0.451916  0.068624  2.321669  0.044091
226  0.534561  -0.680968  0.614807  0.849540  -0.106449  0.998822  -0.124113  0.692367  -1.009027  0.226188  -0.153214  0.718415  0.259055  -0.119466  2.163622  0.010245
227  0.896746  1.449183  0.896565  1.946200  0.431149  0.835826  -0.663782  -0.287522  0.317519  0.819184  0.525769  -0.532736  0.619883  0.259759  -0.085588  1.122611
228  -1.057483  -0.871728  0.382031  0.696772  1.157378  1.026650  -0.874585  -0.205865  -0.502257  NaN  -0.245146  0.398354  0.270992  -0.108704  -0.988327  -0.379417
229  -0.632217  -0.665071  -1.717230  1.493351  -1.077899  1.644181  -0.315653  -0.859125  -0.329359  NaN  0.121231  0.035677  -2.154954  -1.034145  -0.259022  -0.002282
230  -0.733778  -0.911469  -1.276958  0.791083  1.534640  1.658758  -1.303926  0.161594  -2.138826  NaN  -0.196563  1.122166  1.766679  2.642632  -0.632704  NaN
231  -0.801948  0.082071  0.855934  -0.151249  -0.172470  1.258556  0.410876  -0.940782  -0.514181  0.563632  0.311061  0.170534  0.061579  -0.282416  -0.765556  -0.316121
232  -0.950651  0.209244  0.396614  -0.443536  0.006729  1.225426  -0.477405  -0.083379  -1.453196  0.598070  -0.476835  0.915763  0.517977  0.140533  0.063673  1.146731
233  -1.034085  0.209244  0.396628  -0.415477  0.091613  1.290360  -0.451302  1.018997  -0.710927  0.631708  0.515302  0.468171  -0.469960  -0.605790  -1.560825  0.401583
234  -1.618899  -0.529950  -1.902944  0.274320  -0.644047  1.589849  -0.797288  1.386456  0.415892  1.233581  0.999389  -1.035357  -0.051812  -0.364254  0.369256  -0.468041
235  -1.216748  -0.585588  -0.916202  -0.090454  -0.728931  1.409626  -0.970253  -0.001721  -0.475428  1.299254  -0.182593  0.296021  1.188586  1.154992  -0.809571  0.833634
236  -1.508754  0.272831  -0.661808  -0.061615  -0.097018  1.157843  0.023275  0.406566  -0.320416  0.354865  -0.035335  0.099361  0.038379  -0.299813  1.592283  -0.141867
237  -0.112260  -0.871728  -0.337493  1.134033  0.893295  1.147241  -1.142733  0.610710  -0.520143  1.959859  -3.312917  0.220881  0.049509  -0.291511  0.729897  -0.070522
238  0.042865  -0.871728  -0.050952  0.770818  -1.257098  1.482510  -0.342432  0.978168  -0.839110  NaN  -0.345644  0.648335  0.410775  0.025853  -0.769746  NaN
239  -0.806034  -0.585588  0.140681  0.591549  -1.172214  1.338066  -0.534000  -0.246694  0.090963  NaN  -0.358574  -0.193164  -0.033669  -0.351688  1.193596  0.021289
240  -1.672287  -0.227914  0.633917  1.748225  -0.719500  1.201573  0.084987  -0.450837  -0.204157  NaN  0.199461  0.128772  -1.846402  -0.994085  -0.077468  2.065090
241  0.414382  0.423849  0.781225  2.219001  -0.087586  0.985570  -0.871004  -0.083379  -0.114727  0.323764  -0.104146  0.044264  0.438630  0.054646  0.753420  0.948494
242  0.717672  0.630505  0.844309  2.027261  0.365128  0.899434  -0.562135  -0.981611  -0.639383  0.797426  -0.522543  0.434158  -0.600569  -0.665145  -0.880403  0.582238
243  0.706050  0.431797  0.795969  2.034276  0.450012  0.904735  0.028402  0.324909  -0.767566  0.961810  -0.126899  0.548379  -1.292284  -0.889311  -0.001195  -0.337714
244  -0.128631  -0.824038  0.762647  1.741989  0.902726  0.989546  -1.081306  0.202422  -1.292222  1.956589  -0.101816  0.856240  0.310345  -0.072438  1.908829  1.420022
245  0.741479  -0.776348  1.107810  1.557264  0.742390  0.517784  0.059926  0.488223  -0.043183  1.317942  -0.075490  0.153338  1.343158  1.483649  0.922148  -0.646718
246  0.383451  -0.808141  1.273447  1.623516  1.195104  0.637050  -0.002601  0.120765  -0.922578  NaN  0.129761  0.729648  0.094552  -0.257089  0.528846  -0.176454
247  0.548390  -0.736606  1.254838  -0.471596  -1.398571  0.417071  -0.796019  -5.146142  -0.457542  NaN  NaN  NaN  0.777092  0.465363  -1.465786  NaN
248  -0.449168  -0.911469  0.717978  1.582985  -1.304256  0.754990  -0.413076  2.448003  0.102887  NaN  0.119467  0.186079  0.899706  0.646086  0.077659  NaN
249  1.188083  0.248986  1.110190  -0.194897  -0.493143  0.511158  0.378637  -0.573324  0.409930  0.064607  0.276366  -0.209120  -0.175514  -0.444918  -0.973143  -0.551061
250  1.218884  -0.204069  0.958048  -1.132553  0.949884  0.019519  0.896361  -0.532495  1.673874  1.682883  3.418446  -2.196181  0.491705  0.111448  0.866450  -0.003134
251  0.496716  -0.768399  1.003509  -1.189452  1.034768  0.128183  -0.044491  2.080544  -1.977852  1.905398  -0.077261  1.121990  0.612603  0.250893  0.003154  -1.242118
252  -0.509966  -0.919418  0.647551  1.492571  -1.634360  1.243979  0.057078  0.814853  -0.555915  NaN  -0.768597  0.528855  -0.505424  -0.622569  1.934367  NaN
253  -0.413855  -0.450467  0.345239  1.734974  -1.191077  1.278433  -0.839322  0.202422  -1.059704  NaN  -0.057764  0.827512  0.709632  0.373735  0.258359  0.019723
254  0.610073  1.131250  1.373191  2.206530  0.251950  0.538987  -0.574387  -0.042550  -0.603611  0.167656  -0.324015  0.584727  0.615677  0.254629  -1.383288  -0.609906
255  0.260474  -0.680968  1.413125  0.911115  0.968747  0.505857  -0.164224  -0.124208  0.350310  0.079291  -0.081264  -0.263749  1.874405  3.010858  0.917684  1.255383
256  -0.981008  -0.275603  -0.459818  0.803554  0.742390  1.139290  -0.182795  -0.859125  -0.335321  NaN  -0.845993  -0.042356  -1.203498  -0.867403  -0.153766  1.083106
257  0.592793  1.261602  0.201333  -0.594746  1.034768  -1.183738  -0.546830  0.120765  0.988244  1.186928  -0.234499  -0.376219  -0.444186  -0.593272  0.377344  0.432461
258  -1.216760  0.487435  0.193599  0.008534  0.044456  1.051829  -0.187104  0.692367  0.207222  0.458848  0.304693  -0.367846  0.049067  -0.291842  0.994217  0.407572
259  -1.018045  0.163144  0.813221  -0.543303  0.742390  1.027976  -1.028332  -0.042550  0.287709  NaN  -0.170527  -0.651049  -0.996164  -0.809262  2.041202  0.693609
260  -1.301808  -0.614202  0.673520  -0.447433  1.251694  1.184346  -0.243659  -2.655589  -0.824205  2.358505  -0.291812  0.644069  0.489329  0.108849  0.384033  -0.682514
261  -1.056117  -0.487029  -0.190441  -0.475493  -1.153351  1.324814  -0.331036  0.529052  -1.256450  2.109893  0.027598  0.899009  0.633548  0.276552  1.424991  0.851106
262  -2.326624  -0.088023  0.045792  -0.251017  -0.644047  1.009423  0.030415  -0.001721  0.311557  0.138089  -0.791785  -0.545987  0.455824  0.072766  0.182917  0.633913
263  -0.695948  -0.315345  0.321875  0.102845  -0.247922  0.907385  -0.659540  -0.124208  -0.871901  0.277178  -0.090211  0.667968  0.796463  0.492668  1.225941  0.128979
264  -0.553585  -0.315345  0.471126  -0.116175  0.053887  0.707284  1.749937  -1.349070  0.281747  0.287323  -0.804430  -0.393825  0.110713  -0.244411  0.122305  0.546992
265  -2.283576  -0.027616  0.512561  -0.303238  0.355697  0.728487  -0.624161  -0.981611  -0.496295  0.658738  -0.272920  0.381441  -1.883678  -0.999505  -2.134278  1.446807
266  -3.398137  -0.655533  -0.295213  -0.411579  -1.134488  1.165794  -0.094697  -0.001721  -0.889787  NaN  0.138261  0.748273  0.330478  -0.053405  0.727478  1.468482
